score,word_count,sentence_count,avg_sentence_length,vocab_richness,readability,topic,semantic_cluster
1,171,2,85.5,0.5497076023391813,21.89029239766082,8,2
2,174,10,17.4,0.6149425287356322,9.16393641618497,8,2
6,745,37,20.135135135135137,0.4563758389261745,11.744581897333578,8,2
1,219,15,14.6,0.5753424657534246,7.669296803652969,8,2
2,247,18,13.722222222222221,0.5465587044534413,6.530087719298248,8,2
3,359,15,23.933333333333334,0.5487465181058496,11.920601671309193,8,2
1,160,11,14.545454545454545,0.6375,6.528977272727275,8,2
3,365,16,22.8125,0.42191780821917807,10.053176369863014,8,2
2,180,12,15.0,0.65,7.9033333333333395,8,2
3,396,36,11.0,0.5202020202020202,4.820972927241964,8,2
3,499,15,33.266666666666666,0.36072144288577157,14.504641282565132,8,2
3,277,15,18.466666666666665,0.6787003610108303,10.696476534296028,8,2
3,278,10,27.8,0.5035971223021583,9.550766423357668,8,2
4,380,21,18.095238095238095,0.4868421052631579,9.8503007518797,8,2
2,410,17,24.11764705882353,0.44390243902439025,7.98081328014413,8,2
2,408,18,22.666666666666668,0.5563725490196079,10.667082283795136,8,2
2,239,16,14.9375,0.6569037656903766,8.89838650627615,8,2
2,151,4,37.75,0.5960264900662252,14.136473509933776,8,2
3,231,8,28.875,0.5324675324675324,14.143369565217395,8,2
2,239,4,59.75,0.5648535564853556,19.44363179916318,4,2
5,747,38,19.657894736842106,0.4484605087014726,11.822228211089975,8,2
2,301,4,75.25,0.5514950166112956,7.425851194539252,8,2
2,362,13,27.846153846153847,0.43922651933701656,9.749534333070248,8,2
2,185,9,20.555555555555557,0.7891891891891892,10.893714285714285,8,2
2,223,7,31.857142857142858,0.48878923766816146,12.002326233183858,8,2
4,441,19,23.210526315789473,0.4421768707482993,11.57684449218284,8,2
3,239,12,19.916666666666668,0.5857740585774058,10.494654811715485,8,2
2,212,14,15.142857142857142,0.5188679245283019,7.4034501347708925,8,2
2,173,9,19.22222222222222,0.6705202312138728,8.174385964912283,8,2
2,154,3,51.333333333333336,0.6688311688311688,21.09368421052631,8,2
2,227,7,32.42857142857143,0.4713656387665198,13.683410138248849,8,2
2,227,9,25.22222222222222,0.4845814977973568,10.205256975036711,8,2
2,227,9,25.22222222222222,0.4669603524229075,9.42552129221733,8,2
2,214,11,19.454545454545453,0.5841121495327103,9.697272727272729,8,2
2,216,9,24.0,0.6111111111111112,10.705185185185186,8,2
4,350,9,38.888888888888886,0.5714285714285714,17.34409523809524,8,2
4,379,18,21.055555555555557,0.5857519788918206,11.707154793315748,8,2
4,482,21,22.952380952380953,0.5228215767634855,11.42864848844102,8,2
2,262,10,26.2,0.5687022900763359,13.093648854961835,8,2
3,402,15,26.8,0.4651741293532338,13.2664776119403,8,2
6,686,27,25.40740740740741,0.4577259475218659,12.913349530288304,8,2
2,263,14,18.785714285714285,0.6387832699619772,9.363533260632497,8,2
4,423,18,23.5,0.5059101654846335,13.548522458628842,8,2
5,539,30,17.966666666666665,0.5176252319109462,9.872287569573285,8,2
2,196,13,15.076923076923077,0.7091836734693877,8.050204081632653,8,2
4,454,23,19.73913043478261,0.6101321585903083,11.471696992913238,8,2
3,386,24,16.083333333333332,0.6424870466321243,8.718769430051818,8,2
2,267,21,12.714285714285714,0.6666666666666666,7.532616372391654,8,2
6,1129,52,21.71153846153846,0.42072630646589904,11.175011091393081,8,2
4,559,26,21.5,0.4347048300536673,10.611100178890876,8,2
2,187,5,37.4,0.5882352941176471,16.316756756756757,8,2
1,206,6,34.333333333333336,0.5728155339805825,13.72848484848485,8,2
4,515,26,19.807692307692307,0.5339805825242718,10.53383495145631,8,2
3,277,14,19.785714285714285,0.631768953068592,10.74231304796287,8,2
2,188,10,18.8,0.6329787234042553,9.316468085106383,8,2
3,241,10,24.1,0.6099585062240664,10.701116182572616,8,2
2,232,15,15.466666666666667,0.6336206896551724,10.583379310344828,8,2
2,238,12,19.833333333333332,0.6008403361344538,10.838143459915614,8,2
4,426,22,19.363636363636363,0.5,10.825198463508325,8,2
2,274,11,24.90909090909091,0.4416058394160584,8.809946914399472,8,2
3,202,10,20.2,0.6831683168316832,9.053346534653464,8,2
2,228,10,22.8,0.6271929824561403,11.10550877192983,8,2
2,215,6,35.833333333333336,0.6139534883720931,11.399224806201552,8,2
3,363,6,60.5,0.6115702479338843,27.08654269972452,8,2
3,355,16,22.1875,0.49014084507042255,9.17383595691798,8,2
2,205,1,205.0,0.5365853658536586,8.662113821138217,8,2
2,218,13,16.76923076923077,0.6009174311926605,8.863148148148149,8,2
3,260,15,17.333333333333332,0.6230769230769231,9.641297297297296,8,2
3,283,17,16.647058823529413,0.5371024734982333,8.956769902307215,8,2
2,267,18,14.833333333333334,0.550561797752809,7.03320224719101,8,2
2,256,14,18.285714285714285,0.53125,8.079845938375353,8,2
3,290,14,20.714285714285715,0.6413793103448275,8.999237779618891,8,2
2,258,10,25.8,0.5387596899224806,10.465060844667146,8,2
3,286,16,17.875,0.6468531468531469,8.58614510489511,8,2
3,289,14,20.642857142857142,0.615916955017301,11.038568956994563,8,2
2,199,9,22.11111111111111,0.6231155778894473,9.102680067001675,8,2
3,354,19,18.63157894736842,0.4943502824858757,8.54298245614035,8,2
4,535,45,11.88888888888889,0.5981308411214953,6.951297544012171,8,2
2,187,8,23.375,0.6577540106951871,11.240940860215058,8,2
4,446,24,18.583333333333332,0.5269058295964125,10.014619074492103,8,2
4,476,28,17.0,0.4789915966386555,9.260588235294119,8,2
3,220,13,16.923076923076923,0.6181818181818182,6.961474654377884,8,2
3,288,16,18.0,0.5069444444444444,11.339281045751637,8,2
4,515,28,18.392857142857142,0.5009708737864078,9.583767507002808,8,2
4,399,24,16.625,0.5714285714285714,10.873006329113927,8,2
1,161,9,17.88888888888889,0.6273291925465838,8.674583333333334,8,2
3,280,12,23.333333333333332,0.6178571428571429,11.92642857142857,8,2
2,241,8,30.125,0.6639004149377593,13.295679460580914,8,2
6,758,32,23.6875,0.4393139841688654,12.1578915807148,8,2
4,535,22,24.318181818181817,0.5065420560747663,12.33296941376381,8,2
3,298,25,11.92,0.4899328859060403,6.402424161073828,8,2
2,254,17,14.941176470588236,0.5354330708661418,6.450444650301069,8,2
1,237,12,19.75,0.7046413502109705,9.737816455696205,8,2
2,176,5,35.2,0.6306818181818182,15.435727272727274,8,2
4,386,14,27.571428571428573,0.5803108808290155,13.290836417468544,8,2
5,478,24,19.916666666666668,0.5062761506276151,11.531474895397494,8,2
2,227,9,25.22222222222222,0.5242290748898678,8.043067119796092,8,2
3,297,14,21.214285714285715,0.5993265993265994,11.062585034013605,8,2
3,198,16,12.375,0.5606060606060606,7.421012055837565,8,2
3,352,18,19.555555555555557,0.6022727272727273,10.273030303030307,8,2
2,301,19,15.842105263157896,0.5913621262458472,8.268819723727926,8,2
3,280,17,16.470588235294116,0.5285714285714286,8.278796992481205,8,2
2,267,16,16.6875,0.6254681647940075,8.419248595505621,8,2
3,300,26,11.538461538461538,0.5566666666666666,6.02,8,2
3,275,14,19.642857142857142,0.5490909090909091,10.264168831168831,8,2
3,307,17,18.058823529411764,0.5830618892508144,9.12562091503268,8,2
3,303,20,15.15,0.5247524752475248,7.659000602046962,8,2
2,178,8,22.25,0.6741573033707865,10.379019607843137,8,2
4,403,14,28.785714285714285,0.5409429280397022,12.443376462247429,8,2
2,215,6,35.833333333333336,0.6139534883720931,14.641495327102803,8,2
4,498,29,17.17241379310345,0.5622489959839357,10.228928126298296,8,2
1,161,1,161.0,0.7391304347826086,23.485031446540884,8,2
3,353,25,14.12,0.5184135977337111,8.908586363636363,8,2
2,283,21,13.476190476190476,0.5547703180212014,6.928703140830802,8,2
3,515,21,24.523809523809526,0.44660194174757284,11.196570316842692,8,2
1,257,11,23.363636363636363,0.622568093385214,7.663452423063319,8,2
4,406,28,14.5,0.5714285714285714,8.433472906403946,8,2
1,173,6,28.833333333333332,0.653179190751445,10.63987275449102,8,2
3,408,16,25.5,0.5882352941176471,12.28637254901961,8,2
1,261,14,18.642857142857142,0.6896551724137931,9.855426929392447,8,2
2,206,8,25.75,0.5728155339805825,10.663179611650488,8,2
3,231,10,23.1,0.6320346320346321,12.370515151515153,8,2
3,335,27,12.407407407407407,0.5552238805970149,8.023217247097847,8,2
2,170,5,34.0,0.5882352941176471,17.035882352941176,8,2
2,184,4,46.0,0.6358695652173914,8.143043478260871,8,2
4,331,20,16.55,0.5589123867069486,9.260151515151517,8,2
3,370,22,16.818181818181817,0.5594594594594594,6.97882063882064,8,2
3,373,10,37.3,0.48257372654155495,15.217589812332438,8,2
2,311,19,16.36842105263158,0.5305466237942122,6.994970384159757,8,2
2,162,9,18.0,0.5740740740740741,8.110246913580248,8,2
2,239,19,12.578947368421053,0.5062761506276151,4.08917933130699,8,2
5,734,26,28.23076923076923,0.33787465940054495,10.933623978201634,8,2
4,502,29,17.310344827586206,0.5597609561752988,9.542396586138068,8,2
4,475,20,23.75,0.4926315789473684,12.055657894736843,8,2
3,280,9,31.11111111111111,0.5535714285714286,11.673571428571432,8,2
3,420,23,18.26086956521739,0.45476190476190476,7.658405797101452,8,2
1,154,2,77.0,0.487012987012987,28.155584415584418,8,2
5,915,53,17.264150943396228,0.4524590163934426,8.940259562841533,8,2
5,488,23,21.217391304347824,0.48975409836065575,11.086012116892373,8,2
2,174,10,17.4,0.5747126436781609,9.436768786127168,8,2
1,175,2,87.5,0.6171428571428571,34.378526011560695,8,2
1,309,12,25.75,0.48220064724919093,9.38389158576052,8,2
2,261,8,32.625,0.6666666666666666,15.238846153846158,8,2
1,188,1,188.0,0.6117021276595744,21.381489361702126,8,2
1,250,17,14.705882352941176,0.612,8.50609411764706,8,2
4,413,15,27.533333333333335,0.5302663438256658,11.644047619047615,8,2
3,238,13,18.307692307692307,0.5,10.539075630252103,8,2
3,411,16,25.6875,0.5012165450121655,11.740533759124087,8,2
1,216,3,72.0,0.5370370370370371,30.58139534883721,8,2
1,243,9,27.0,0.5596707818930041,11.133333333333336,8,2
3,427,18,23.72222222222222,0.5362997658079626,11.209676034348167,8,2
4,397,18,22.055555555555557,0.5037783375314862,9.05516903088957,8,2
2,307,7,43.857142857142854,0.498371335504886,19.25258503401361,8,2
2,169,6,28.166666666666668,0.6982248520710059,12.468095238095241,8,2
3,328,17,19.294117647058822,0.5548780487804879,10.138364418938309,8,2
2,194,13,14.923076923076923,0.6288659793814433,8.29494845360825,8,2
1,326,16,20.375,0.647239263803681,9.983857361963192,8,2
1,206,10,20.6,0.7330097087378641,12.72166990291262,8,2
2,371,16,23.1875,0.4797843665768194,10.564715296495958,8,2
4,626,33,18.96969696969697,0.5,10.299875108916645,8,2
4,337,16,21.0625,0.49554896142433236,11.672446216617214,8,2
3,359,18,19.944444444444443,0.5236768802228412,8.754350046425255,8,2
3,433,12,36.083333333333336,0.4942263279445728,14.844414153132252,8,2
2,208,6,34.666666666666664,0.5576923076923077,13.070812324929975,8,2
3,308,11,28.0,0.6428571428571429,12.732987012987017,8,2
4,426,19,22.42105263157895,0.5375586854460094,10.881910056832222,8,2
3,514,23,22.347826086956523,0.46303501945525294,8.30036034511927,8,2
3,459,21,21.857142857142858,0.44880174291938996,9.413152816682228,8,2
3,290,12,24.166666666666668,0.5896551724137931,7.90034482758621,8,2
3,360,9,40.0,0.5694444444444444,12.335238095238097,8,2
5,572,35,16.34285714285714,0.5227272727272727,10.48476323676324,8,2
4,407,21,19.38095238095238,0.5454545454545454,10.494861354861357,8,2
2,212,5,42.4,0.5424528301886793,16.36392452830189,8,2
2,224,14,16.0,0.6071428571428571,7.717857142857145,8,2
3,321,15,21.4,0.5389408099688473,11.632962025316456,8,2
2,228,13,17.53846153846154,0.5526315789473685,6.983333333333334,8,2
2,244,13,18.76923076923077,0.5286885245901639,8.075901639344266,8,2
3,221,14,15.785714285714286,0.5475113122171946,7.2419728506787315,8,2
3,298,7,42.57142857142857,0.4899328859060403,18.396078619367213,8,2
3,383,17,22.529411764705884,0.4621409921671018,9.761487526947956,8,2
3,532,21,25.333333333333332,0.41353383458646614,10.671428571428574,8,2
1,236,7,33.714285714285715,0.7542372881355932,9.940000000000001,8,2
2,218,16,13.625,0.5321100917431193,7.586135321100919,8,2
3,248,12,20.666666666666668,0.5524193548387096,8.504677419354838,8,2
3,517,25,20.68,0.46034816247582205,9.775780270793039,8,2
4,352,16,22.0,0.6079545454545454,10.762040229885056,8,2
2,263,13,20.23076923076923,0.5665399239543726,10.650570342205327,8,2
2,262,15,17.466666666666665,0.5916030534351145,8.991669847328243,8,2
2,168,8,21.0,0.6666666666666666,10.710531437125749,8,2
1,195,9,21.666666666666668,0.6307692307692307,8.15604166666667,8,2
1,185,9,20.555555555555557,0.6378378378378379,10.450512820512824,8,2
2,291,15,19.4,0.5876288659793815,8.479780068728523,8,2
4,363,22,16.5,0.5316804407713499,9.081363636363637,8,2
4,565,30,18.833333333333332,0.4424778761061947,10.321725663716816,8,2
4,446,21,21.238095238095237,0.48654708520179374,10.307395026498167,8,2
4,484,21,23.047619047619047,0.493801652892562,11.139889951289916,8,2
2,340,14,24.285714285714285,0.5205882352941177,10.117058823529415,8,2
3,375,20,18.75,0.432,9.186500000000002,8,2
4,787,26,30.26923076923077,0.44218551461245237,14.744740928984896,8,2
3,325,12,27.083333333333332,0.5415384615384615,11.710346153846153,8,2
3,455,14,32.5,0.38461538461538464,14.071813186813188,8,2
2,519,21,24.714285714285715,0.44701348747591524,11.032386457473162,8,2
1,204,11,18.545454545454547,0.6862745098039216,9.863315508021394,8,2
2,351,9,39.0,0.5954415954415955,17.93217391304348,8,2
2,260,7,37.142857142857146,0.6192307692307693,10.09468146718147,8,2
4,413,27,15.296296296296296,0.585956416464891,7.118412698412701,8,2
3,403,18,22.38888888888889,0.56575682382134,12.466728701406122,8,2
2,289,12,24.083333333333332,0.5605536332179931,8.358181228373706,8,2
3,435,25,17.4,0.4896551724137931,9.680368663594475,8,2
1,416,20,20.8,0.5985576923076923,11.055425824175824,8,2
2,206,10,20.6,0.6650485436893204,7.5980487804878045,8,2
3,449,16,28.0625,0.45657015590200445,11.348565036752962,8,2
2,227,14,16.214285714285715,0.6475770925110133,8.297903083700444,8,2
3,407,21,19.38095238095238,0.4914004914004914,8.465377325377329,8,2
1,183,1,183.0,0.6065573770491803,11.112818110850899,6,2
2,370,35,10.571428571428571,0.581081081081081,5.339884169884172,8,2
2,275,15,18.333333333333332,0.6618181818181819,10.57863157894737,8,2
5,669,27,24.77777777777778,0.4648729446935725,10.759133034379673,8,2
3,390,20,19.5,0.5820512820512821,9.619664524421594,8,2
3,366,28,13.071428571428571,0.5355191256830601,6.441663251366123,8,2
2,534,35,15.257142857142858,0.5411985018726592,7.106421052631582,8,2
1,228,1,228.0,0.5526315789473685,90.2019298245614,8,2
3,406,20,20.3,0.5394088669950738,8.429310344827588,8,2
3,446,24,18.583333333333332,0.5022421524663677,9.807275784753362,8,2
1,289,11,26.272727272727273,0.6262975778546713,11.902837370242214,8,2
1,219,12,18.25,0.54337899543379,9.901111111111113,8,2
2,287,15,19.133333333333333,0.5435540069686411,8.975832752613243,8,2
3,357,22,16.227272727272727,0.5182072829131653,6.8025019098548505,8,2
1,182,9,20.22222222222222,0.521978021978022,6.714444444444446,8,2
3,222,8,27.75,0.6171171171171171,13.623490990990991,8,2
1,198,9,22.0,0.5959595959595959,9.915252525252523,8,2
3,332,11,30.181818181818183,0.5692771084337349,14.20078860898138,8,2
3,317,5,63.4,0.5078864353312302,10.451070583596213,8,2
